1;type;title;director;date_added
7946;Movie;Satte Pe Satta;Raj N. Sippy;December 31, 2019
7947;Movie;Saturday Church;Damon Cardasis;October 6, 2020
7948;Movie;Savage Dog;Jesse V. Johnson;November 1, 2017
7949;Movie;Savage Raghda;Mahmoud Karim;June 13, 2019
7950;TV Show;Save Our Shelter;;August 18, 2018
7951;Movie;Saving Mr. Banks;John Lee Hancock;March 2, 2019
7952;Movie;Saving Zoë;Jeffrey G. Hunt;January 15, 2020
7953;Movie;Say When;Lynn Shelton;July 19, 2018
7954;Movie;Scales: Mermaids Are Real;Kevan Peterson;January 23, 2020
7955;TV Show;Scandal;; May 19, 2018
7956;Movie;Scandal in Sorrento;Dino Risi;November 13, 2020
7957;Movie;Scary Movie;Keenen Ivory Wayans;January 1, 2020
7958;Movie;Scary Movie 5;Malcolm D. Lee;August 12, 2020
7959;Movie;Schindler's List;Steven Spielberg;April 1, 2018
7960;Movie;School Daze;Spike Lee;November 1, 2020
7961;Movie;Scooby-Doo on Zombie Island;Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum;December 15, 2019
7962;Movie;Scott Pilgrim vs. the World;Edgar Wright;September 16, 2018
7963;Movie;Scream 2;Wes Craven;October 1, 2019
7964;Movie;Scream 3;Wes Craven;July 1, 2019
7965;Movie;Seal Team Six: The Raid on Osama Bin Laden;John Stockwell;January 1, 2020
7966;Movie;Searching for Bobby Fischer;Steven Zaillian;December 7, 2020
7967;Movie;Searching for Sugar Man;Malik Bendjelloul;December 1, 2019
7968;Movie;Season of the Witch;Dominic Sena;April 26, 2019
7969;Movie;Secret;Jay Chou;July 1, 2018
7970;TV Show;Secret Affair;;May 22, 2017
7971;Movie;Secret in Their Eyes;Billy Ray;April 1, 2018
7972;Movie;Secrets of Althorp - The Spencers;Kasia Uscinska;April 22, 2017
7973;Movie;Secrets of Chatsworth;Susannah Ward;February 22, 2017
7974;Movie;Secrets of Henry VIII's Palace: Hampton Court;Sam Taplin;February 22, 2017
7975;Movie;Secrets of Her Majesty's Secret Service;Kasia Uscinska;February 22, 2017
7976;Movie;Secrets of Highclere Castle;Vicky Matthews;February 22, 2017
7977;Movie;Secrets of Scotland Yard;Susannah Ward;April 22, 2017
7978;Movie;Secrets of Selfridges;Sam Taplin;April 22, 2017
7979;Movie;Secrets of the Tower of London;Vicky Matthews;February 22, 2017
7980;Movie;Secrets of Underground London;Vicky Matthews, Gareth Sacala;April 22, 2017
7981;Movie;Secrets of Westminster;Louise Wardle;April 22, 2017
7982;Movie;Sen Kimsin?;Ozan Açıktan;March 10, 2017
7983;Movie;Senna;Asif Kapadia;October 1, 2019
7984;TV Show;Sensitive Skin;; December 1, 2019
7985;Movie;Septiembre, un llanto en silencio;Kenneth Müller;March 10, 2018
7986;TV Show;Servant of the People;;March 1, 2017
7987;Movie;Set Up;Mike Gunther;January 10, 2020
7988;Movie;Sex and the City 2;Michael Patrick King;January 1, 2021
7989;Movie;Sex and the City: The Movie;Michael Patrick King;January 1, 2021
7990;Movie;Sex Doll;Sylvie Verheyde;July 10, 2017
7991;Movie;Sexo, Pudor y Lagrimas;Antonio Serrano;December 15, 2017
7992;Movie;SGT. Will Gardner;Max Martini;May 19, 2019
7993;TV Show;Shadow of Truth;;January 27, 2017
7994;Movie;Shahanpan Dega Deva;Sudesh Manjrekar;January 1, 2018
7995;TV Show;Shaka Zulu;;January 10, 2019
7996;Movie;Shakti: The Power;Krishna Vamshi;March 1, 2018
7997;Movie;Shanghai;Dibakar Banerjee;March 1, 2018
7998;Movie;Shararat;Gurudev Bhalla;March 1, 2018
7999;Movie;Shark Busters;Herman Yau;August 16, 2018
8000;Movie;Shark Night;David R. Ellis;November 2, 2019
8001;Movie;Shaurya: It Takes Courage to Make Right... Right;Samar Khan;March 1, 2018
8002;Movie;She Did That;;February 4, 2020
8003;Movie;Shelter;Måns Mårlind, Björn Stein;December 29, 2017
8004;TV Show;Sherlock;;May 15, 2017
8005;Movie;Sherlock Holmes;Guy Ritchie;January 1, 2021
8006;Movie;Shiva;Ram Gopal Varma;December 31, 2019
8007;Movie;Shopkins: Chef Club;Raymond McGrath;November 15, 2018
8008;Movie;Shopkins: Wild;Adele K. Thomas, Richard Bailey;November 15, 2018
8009;Movie;Shopkins: World Vacation;Richard Bailey;November 15, 2018
8010;Movie;Shorgul;Jitendra Tiwari, Pranav Singh;October 30, 2018
8011;Movie;Short Term 12;Destin Daniel Cretton;July 18, 2019
8012;Movie;Shorts;Robert Rodriguez;July 1, 2019
8013;Movie;SHOT! The Psycho-Spiritual Mantra of Rock;Barney Clay;August 10, 2017
8014;Movie;Shuddhi;Adarsh Eshwarappa;March 1, 2018
8015;Movie;Shutter;Banjong Pisanthanakun, Parkpoom Wongpoom;September 5, 2018
8016;Movie;Sicilian Ghost Story;Fabio Grassadonia, Antonio Piazza;July 6, 2019
8017;TV Show;Sid the Science Kid;;March 31, 2020
8018;Movie;Siddhant;Vivek Wagh;October 30, 2018
8019;Movie;Silencer;Timothy Woodward Jr.;December 3, 2018
8020;Movie;Silent Hill: Revelation;M.J. Bassett;December 13, 2019
8021;Movie;Silicon Cowboys;Jason Cohen;April 1, 2017
8022;TV Show;Silver Spoon;;September 15, 2017
8023;TV Show;Sin senos no hay paraíso;;May 15, 2017
8024;TV Show;Sin Senos sí Hay Paraíso;; January 11, 2019
8025;Movie;Singh Saab the Great;Anil Sharma;July 15, 2017
8026;Movie;Single;Raditya Dika;September 28, 2018
8027;Movie;Singularity;Robert Kouba;June 1, 2018
8028;Movie;Sinister Circle;Dorian Fernández-Moris;October 1, 2019
8029;Movie;Siren;Gregg Bishop;January 1, 2020
8030;Movie;Sister Code;Corey Grant;February 14, 2016
8031;Movie;Skin Trade;Ekachai Uekrongtham;December 17, 2018
8032;TV Show;Skin Wars;;October 1, 2016
8033;TV Show;Skin Wars: Fresh Paint;;December 15, 2018
8034;Movie;Skiptrace;Renny Harlin;July 4, 2019
8035;Movie;Sky on Fire;Ringo Lam;August 5, 2017
8036;Movie;Skydancers;Fredric Lean;June 27, 2018
8037;Movie;Skyline;Colin Strause, Greg Strause;January 16, 2019
8038;Movie;Sleeping with Other People;Leslye Headland;October 2, 2017
8039;Movie;Sleepover;Joe Nussbaum;March 1, 2020
8040;Movie;Sling Blade;Billy Bob Thornton;November 1, 2019
8041;Movie;Sliver;Phillip Noyce;January 1, 2020
8042;TV Show;Slobby's World;;December 31, 2018
8043;Movie;Slow West;John Maclean;July 26, 2018
8044;Movie;Small Soldiers;Joe Dante;June 1, 2019
8045;Movie;Smart People;Noam Murro;July 12, 2019
8046;Movie;Smash: Motorized Mayhem;;May 15, 2017
8047;Movie;SMOSH: The Movie;Alex Winter;September 22, 2015
8048;Movie;Sniper: Special Ops;Fred Olen Ray;January 10, 2020
8049;Movie;Socha Na Tha;Imtiaz Ali;July 1, 2018
8050;Movie;Social Animals;Jonathan Ignatius Green;March 19, 2019
8051;Movie;Soekarno;Hanung Bramantyo;January 5, 2019
8052;Movie;Solo Con Tu Pareja;Alfonso Cuarón;September 1, 2018
8053;Movie;Solo: A Star Wars Story;Ron Howard;January 9, 2019
8054;Movie;Solo: A Star Wars Story (Spanish Version);Ron Howard;January 9, 2019
8055;Movie;Solomon Kane;Michael J. Bassett;February 15, 2018
8056;Movie;Some Freaks;Ian MacAllister-McDonald;December 18, 2017
8057;Movie;Something's Gotta Give;Nancy Meyers;August 1, 2019
8058;Movie;Son of a Gun;Julius Avery;July 19, 2018
8059;Movie;Sons of Ben;Jeffrey C. Bell;December 10, 2016
8060;TV Show;Sotus The Series;;May 25, 2019
8061;Movie;Soul Surfer;Sean McNamara;May 17, 2020
8062;Movie;Soul to Keep;David Allensworth, Monière;July 1, 2019
8063;Movie;Sour Grapes;Jerry Rothwell, Reuben Atlas;November 18, 2016
8064;TV Show;Space Racers;;March 31, 2020
8065;Movie;Sparkle;Sam O'Steen;November 1, 2019
8066;TV Show;Spartacus;; February 1, 2015
8067;Movie;Speech & Debate;Dan Harris;July 6, 2017
8068;Movie;Speed Is My Need;Mark Sloper;January 9, 2020
8069;Movie;Spider-Man 3;Sam Raimi;November 1, 2019
8070;Movie;Spider-Man: Into the Spider-Verse;Peter Ramsey, Rodney Rothman, Bob Persichetti;June 26, 2019
8071;Movie;Spitfire: The Plane that Saved the World;David Fairhead, Anthony Palmer;November 1, 2019
8072;TV Show;Splash and Bubbles;; August 13, 2018
8073;Movie;Spotlight;Tom McCarthy;July 22, 2020
8074;Movie;Spring Breakers;Harmony Korine;January 10, 2021
8075;Movie;Sprinter;Storm Saulter;April 15, 2020
8076;Movie;Spy Kids;Robert Rodriguez;April 1, 2019
8077;Movie;Spy Kids 2: The Island of Lost Dreams;Robert Rodriguez;March 8, 2019
8078;Movie;Spy Kids 3: Game Over;Robert Rodriguez;April 1, 2019
8079;Movie;Spy Time;Javier Ruiz Caldera;June 1, 2016
8080;Movie;St. Agatha;Darren Lynn Bousman;August 8, 2019
8081;Movie;Staged Killer;Christopher Ray;June 28, 2019
8082;Movie;Standoff;Adam Alleca;December 11, 2018
8083;Movie;Star Men;Alison E. Rose;February 5, 2017
8084;Movie;Star Wars: Episode VIII: The Last Jedi;Rian Johnson;June 26, 2018
8085;TV Show;Star-Crossed;;April 16, 2015
8086;Movie;Starred Up;David Mackenzie;August 29, 2019
8087;TV Show;Station Horizon;;September 1, 2016
8088;Movie;Stealing History;Ola Flyum, David Hebditch;July 1, 2016
8089;Movie;Step Brothers;Adam McKay;November 1, 2019
8090;Movie;Step Outside;Wael Ihsan;June 6, 2019
8091;Movie;Stephanie;Akiva Goldsman;September 1, 2018
8092;Movie;Sthaniya Sambaad;Arjun Gourisaria, Moinak Biswas;March 15, 2018
8093;Movie;Still;Chatchai Katenut, Manussa Vorasingha, Tanwarin Sukkhapisit, Poj Arnon;September 14, 2018
8094;Movie;Stink!;Jon J. Whelan;November 1, 2018
8095;TV Show;Stoked;;December 16, 2017
8096;TV Show;Stone Age;;July 1, 2019
8097;Movie;Stonehearst Asylum;Brad Anderson;September 8, 2017
8098;Movie;Stop at Nothing: The Lance Armstrong Story;Alex Holmes;February 15, 2015
8099;TV Show;Storage Wars: Northern Treasures;;July 22, 2019
8100;Movie;Story of an Egg;Raj B. Shetty;October 15, 2017
8101;Movie;Straight Up;James Sweeney;June 26, 2020
8102;Movie;Strange but True;Rowan Athale;August 30, 2020
8103;Movie;Stranger than Fiction;Marc Forster;October 1, 2020
8104;TV Show;Strawberry Shortcake: Berry Bitty Adventures;;January 1, 2016
8105;Movie;Strictly Ballroom;Baz Luhrmann;January 1, 2020
8106;Movie;Strike a Pose;Ester Gould, Reijer Zwaan;April 7, 2017
8107;Movie;Stripes;Ivan Reitman;September 1, 2019
8108;Movie;Striptease;Andrew Bergman;January 1, 2021
8109;TV Show;Strong Girl Bong-soon;;November 24, 2019
8110;Movie;Stronger Than the World;Afonso Poyart;February 11, 2017
8111;TV Show;Strongland;;January 18, 2019
8112;Movie;Stuart Little 2;Rob Minkoff;January 1, 2020
8113;Movie;Submission;J.M. Berrios;November 11, 2019
8114;Movie;Suburra;Stefano Sollima;October 14, 2015
8115;Movie;Suckseed;Chayanop Boonprakob;September 5, 2018
8116;Movie;Sudani from Nigeria;Zakariya;August 1, 2018
8117;Movie;Suicide (Hitabdut);Benny Fredman;July 1, 2016
8118;Movie;Suite Française;Saul Dibb;June 5, 2017
8119;TV Show;Suits;;December 1, 2019
8120;Movie;Summer Night;Joseph Cross;March 19, 2020
8121;Movie;Summer of '92;Kasper Barfoed;July 10, 2016
8122;Movie;Sunrise;Partho Sen-Gupta;March 15, 2017
8123;TV Show;Super Bheem;;June 28, 2019
8124;Movie;Super Bheem Bana Vajraveer;Sumit Das;June 18, 2019
8125;Movie;Super Dark Times;Kevin Phillips;January 1, 2018
8126;Movie;Super Nani;Indra Kumar;March 1, 2018
8127;TV Show;Super Wings;;December 1, 2020
8128;Movie;Superbad;Greg Mottola;January 1, 2021
8129;Movie;Superfly;Gordon Parks;November 1, 2019
8130;Movie;Superman Returns;Bryan Singer;October 1, 2019
8131;TV Show;SuperNature: Wild Flyers;;March 1, 2017
8132;Movie;Superstar;Bruce McCulloch;November 20, 2019
8133;Movie;Surat Dari Praha;Angga Dwimas Sasongko;October 9, 2018
8134;TV Show;Surviving R. Kelly Part II: The Reckoning;;April 13, 2020
8135;Movie;Survivors Guide to Prison;Matthew Cooke;May 24, 2018
8136;Movie;Susanne Bartsch: On Top;Anthony Caronna, Alexander Smith;December 10, 2018
8137;Movie;Sustainable;Matt Wechsler;March 1, 2017
8138;Movie;Swami;Basu Chatterjee;December 31, 2019
8139;TV Show;Swami Baba Ramdev: The Untold Story;;May 1, 2018
8140;Movie;Sweeney Todd: The Demon Barber of Fleet Street;Tim Burton;January 1, 2020
8141;Movie;Sweet Virginia;Jamie M. Dagg;December 1, 2019
8142;Movie;Swiss Army Man;Dan Kwan, Daniel Scheinert;January 30, 2019
8143;Movie;Sword Master;Derek Yee;June 10, 2017
8144;Movie;Sword Masters: Two Champions of Shaolin;Cheh Chang;August 16, 2018
8145;TV Show;Sym-Bionic Titan;;December 15, 2019
8146;Movie;Taal;Subhash Ghai;March 1, 2018
8147;Movie;Tahaan;Santosh Sivan;July 15, 2018
8148;Movie;Take Me Home Tonight;Michael Dowse;May 16, 2019
8149;TV Show;Taken;; January 12, 2019
8150;TV Show;Tales of the City (1993);;June 28, 2019
8151;Movie;Tamanchey;Navneet Behal;October 15, 2017
8152;Movie;Tarif de nuit;Julien Seri;March 1, 2018
8153;Movie;Tarzan;Chris Buck, Kevin Lima;June 23, 2018
8154;Movie;Tarzan 2;Brian Smith;June 23, 2017
8155;Movie;Tattah;Sameh Abdulaziz;May 9, 2019
8156;Movie;Tayo the Little Bus Movie: Mission Ace;Ryu Jung-woo;July 1, 2019
8157;Movie;Teach Us All;Sonia Lowman;September 25, 2017
8158;Movie;Teen Patti;Leena Yadav;March 1, 2018
8159;Movie;Teenage Cocktail;John Carchietta;January 15, 2017
8160;Movie;Teenage Mutant Ninja Turtles;Kevin Munroe;May 1, 2019
8161;Movie;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;Michael Pressman;January 1, 2020
8162;Movie;Teenage Mutant Ninja Turtles: The Movie;Steve Barron;January 1, 2020
8163;Movie;Tees Maar Khan;Farah Khan;August 2, 2018
8164;Movie;Tellur Aliens;Einar Gabbassov;December 1, 2016
8165;Movie;Temporada de Caza;Natalia Garagiola;July 15, 2018
8166;Movie;Ten Years;Jevons Au, Zune Kwok, Chow Kwun-wai, Ng Ka-Leung, Wong Fei-Pang;February 12, 2019
8167;TV Show;Teresa;;December 31, 2017
8168;Movie;Terminator 3: Rise of the Machines;Jonathan Mostow;January 1, 2020
8169;Movie;Terminator Salvation;McG;January 1, 2020
8170;Movie;Terra;Yann Arthus-Bertrand, Michael Pitiot;May 1, 2016
8171;Movie;Terrifier;Damien Leone;September 1, 2018
8172;Movie;Teshan;Sukhbir Singh;October 15, 2017
8173;Movie;Tezz;Priyadarshan;December 1, 2017
8174;TV Show;Th Eena Meena Deeka Chase Comedy Show;Dheeraj Berry;March 31, 2018
8175;TV Show;Thackeray;;May 25, 2019
8176;TV Show;That '70s Show;; November 1, 2017
8177;TV Show;The 2000s;;February 19, 2019
8178;Movie;The 24 Hour War;Nate Adams, Adam Carolla;November 15, 2019
8179;Movie;The 4th Company;Mitzi Vanessa Arreola, Amir Galvan Cervera;April 6, 2018
8180;Movie;The Accountant of Auschwitz;Matthew Shoychet;July 1, 2019
8181;Movie;The Adderall Diaries;Pamela Romanowsky;July 15, 2018
8182;TV Show;The Adjusters;;September 18, 2017
8183;Movie;The Adventure Club;Geoff Anderson;May 10, 2017
8184;TV Show;The Adventures of Figaro Pho;;
8185;Movie;The Adventures of Sharkboy and Lavagirl;Robert Rodriguez;December 2, 2020
8186;Movie;The Adventures of Tintin;Steven Spielberg;November 20, 2019
8187;Movie;The Aerial;Esteban Sapir;April 1, 2018
8188;Movie;The Age of Shadows;Jee-woon Kim;January 1, 2018
8189;Movie;The American President;Rob Reiner;January 1, 2021
8190;Movie;The Amityville Horror;Andrew Douglas;January 1, 2020
8191;TV Show;The Andy Griffith Show;; July 1, 2017
8192;Movie;The Angry Birds Movie 2;Thurop Van Orman, John Rice;February 27, 2020
8193;Movie;The Animal People;Denis Hennelly, Casey Suchan;March 11, 2020
8194;Movie;The Ant's Scream;Sameh Abdulaziz;June 13, 2019
8195;TV Show;The Apartment;; December 14, 2018
8196;Movie;The Apostate;Federico Veiroj;May 10, 2017
8197;Movie;The Art of the Steal;Jonathan Sobol;December 8, 2018
8198;Movie;The Art of War;Christian Duguay;July 1, 2020
8199;Movie;The Assignment;Walter Hill;March 15, 2020
8200;Movie;The Autopsy of Jane Doe;André Øvredal;December 30, 2018
8201;TV Show;The Bachelor;;December 1, 2019
8202;Movie;The Bachelors;Kurt Voelker;February 21, 2018
8203;Movie;The Bad Education Movie;Elliot Hegarty;December 15, 2018
8204;Movie;Saltburn;Emerald Fennel;December 17, 2023
8205;Movie;The Bad Kids;Keith Fulton, Louis Pepe;April 1, 2017
8206;Movie;The Bare-Footed Kid;Johnnie To;August 16, 2018
8207;Movie;The Basement;Brian M. Conley, Nathan Ives;April 9, 2019
8208;Movie;The Battle of Midway;John Ford;March 31, 2017
8209;TV Show;The Beat;;September 18, 2017
8210;TV Show;The Beginning of Life: The Series;Estela Renner;November 11, 2016
8211;TV Show;The Bible's Buried Secrets;;February 1, 2019
8212;TV Show;The Big Catch;;February 1, 2019
8213;Movie;The Bill Murray Stories: Life Lessons Learned From a Mythical Man;Tommy Avallone;December 31, 2018
8214;Movie;The Black Room;Rolfe Kanefsky;August 7, 2017
8215;Movie;The Blackcoat's Daughter;Osgood Perkins;May 18, 2019
8216;Movie;The Bleeder;Philippe Falardeau;March 29, 2019
8217;TV Show;The Blue Planet: A Natural History of the Oceans;Alastair Fothergill;October 10, 2015
8218;Movie;The Bomb;Kevin Ford, Smriti Keshari, Eric Schlosser;August 1, 2017
8219;TV Show;The Bomb Squad;;February 1, 2019
8220;Movie;The Book of Eli;Albert Hughes, Allen Hughes;July 1, 2019
8221;Movie;The Boss's Daughter;Olivier Loustau;March 10, 2017
8222;Movie;The Bounty Hunter;Andy Tennant;October 1, 2019
8223;Movie;The Box;Richard Kelly;June 1, 2019
8224;Movie;The Boy;William Brent Bell;June 1, 2020
8225;Movie;The Boy in the Striped Pajamas;Mark Herman;January 1, 2019
8226;Movie;The Brave One;Neil Jordan;November 1, 2019
8227;Movie;The Brawler;Ken Kushner;May 18, 2019
8228;Movie;The Breadwinner;Nora Twomey;February 20, 2018
8229;Movie;The Break-Up;Peyton Reed;July 16, 2019
8230;Movie;The Bridge;Kunle Afolayan;September 1, 2019
8231;Movie;The Brothers Grimm;Terry Gilliam;July 1, 2019
8232;Movie;The Bucket List;Rob Reiner;October 1, 2019
8233;Movie;The Bulbul's Nest;Husam El-Gohari;May 9, 2019
8234;Movie;The Bund;;September 20, 2018
8235;Movie;The Bye Bye Man;Stacy Title;April 1, 2019
8236;Movie;The Bygone;Graham Phillips, Parker Phillips;March 23, 2020
8237;Movie;The Cakemaker;Ofir Raul Graizer;December 4, 2018
8238;TV Show;The Calling;Bumpy;April 1, 2019
8239;Movie;The Captive;Atom Egoyan;July 20, 2018
8240;Movie;The Car;Elliot Silverstein;June 1, 2020
8241;Movie;The Carter Effect;Sean Menard;May 1, 2018
8242;Movie;The Case for Christ;Jon Gunn;November 21, 2017
8243;Movie;The Cell;Tarek Al Eryan;June 13, 2019
8244;Movie;The CEO;Kunle Afolayan;September 1, 2019
8245;Movie;The Charnel House;Craig Moss;February 4, 2017
8246;TV Show;The Chefs' Line;;August 1, 2019
8247;Movie;The Chord;Magdy Al-Hawwary;June 20, 2019
8248;Movie;The Chosen;Antonio Chavarrías;April 14, 2017
8249;Movie;The Chosen Ones;David Pablos;May 8, 2016
8250;Movie;The Christmas Candle;John Stephenson;November 1, 2019
8251;Movie;The Christmas Project;Michael Buster;March 1, 2019
8252;Movie;The Cincinnati Kid;Norman Jewison;November 1, 2019
8253;TV Show;The Code;;February 1, 2018
8254;Movie;The Company Men;John Wells;July 28, 2018
8255;Movie;The Competition;Harvey Lowry;July 23, 2019
8256;Movie;The Confirmation;Bob Nelson;February 6, 2019
8257;Movie;The Congress;Ari Folman;August 23, 2019
8258;Movie;The Consul's Son;Amr Arafa;April 25, 2019
8259;Movie;The Craft;Andrew Fleming;January 1, 2020
8260;TV Show;The Cravings;; April 20, 2017
8261;Movie;The Croods;Kirk De Micco, Chris Sanders;July 29, 2019
8262;Movie;The Crow;Alex Proyas;January 1, 2019
8263;Movie;The Cruise;Marek Piwowski;October 1, 2019
8264;Movie;The Crying Game;Neil Jordan;January 1, 2020
8265;TV Show;The Curse of Oak Island;;September 15, 2019
8266;Movie;The D Train;Jarrad Paul, Andrew Mogel;April 2, 2017
8267;Movie;The Damned Rain;Satish Manwar;January 1, 2018
8268;Movie;The Dancer;Ifa Isfansyah;December 8, 2018
8269;Movie;The Dark Crystal;Frank Oz, Jim Henson;May 1, 2019
8270;Movie;The Dark Side of Life: Mumbai City;Tariq Khan;December 31, 2019
8271;Movie;The Darkest Dawn;;June 23, 2018
8272;Movie;The Daughter;Simon Stone;April 26, 2017
8273;Movie;The Dawn Wall;Peter Mortimer, Josh Lowell;March 4, 2019
8274;TV Show;The Day My Butt Went Psycho!;; June 30, 2015
8275;Movie;The Departed;Martin Scorsese;January 1, 2021
8276;Movie;The Desert Bride;Cecilia Atán, Valeria Pivato;November 8, 2018
8277;Movie;The Detained;Blair Hayes;February 15, 2019
8278;Movie;The Devil and Father Amorth;William Friedkin;July 23, 2018
8279;Movie;The Devil Inside;William Brent Bell;November 20, 2019
8280;TV Show;The Devil Is a Part-Timer!;;April 1, 2019
8281;Movie;The Devil We Know;Stephanie Soechtig, Jeremy Seifert;January 15, 2019
8282;Movie;The Diabolical;Alistair Legrand;August 1, 2018
8283;Movie;The Dreamer;Riri Riza;October 4, 2018
8284;Movie;The Drowning;Bette Gordon;September 1, 2017
8285;TV Show;The Drunk and on Drugs Happy Funtime Hour;;August 24, 2018
8286;Movie;The Duel;Kieran Darcy-Smith;June 2, 2019
8287;Movie;The Dukes of Hazzard;Jay Chandrasekhar;January 1, 2020
8288;Movie;The Dukes of Hazzard: The Beginning;Robert Berlinger;January 1, 2020
8289;Movie;The Eichmann Show;Paul Andrew Williams;August 31, 2017
8290;TV Show;The Eighties;;September 30, 2018
8291;Movie;The End of the Tour;James Ponsoldt;July 26, 2018
8292;Movie;The Endless;Justin Benson, Aaron Moorhead;September 19, 2018
8293;Movie;The Evil Dead;Sam Raimi;January 10, 2020
8294;Movie;The Exception;David Leveaux;July 26, 2019
